lag_year,office_unit,pos_norm,n_position,office_total,position_share
1940,市民局 :: 事業課,囑託員,11,200,0.055
1940,市民局 :: 事業課,局長,1,200,0.005
1940,市民局 :: 事業課,技手,5,200,0.025
1940,市民局 :: 事業課,書記,89,200,0.445
1940,市民局 :: 事業課,課長,3,200,0.015
1940,市民局 :: 事業課,雇,16,200,0.08
1940,市民局 :: 第一課,Unknown,1,10,0.1
1940,市民局 :: 第一課,書記,3,10,0.3
1940,市民局 :: 第一課,課長,1,10,0.1
1940,市民局 :: 第一課,雇,5,10,0.5
1940,市民局 :: 第二課,Unknown,3,16,0.1875
1940,市民局 :: 第二課,兼,1,16,0.0625
1940,市民局 :: 第二課,囑託員,1,16,0.0625
1940,市民局 :: 第二課,書記,5,16,0.3125
1940,市民局 :: 第二課,雇,6,16,0.375
1940,市民局 :: 計画課,Unknown,4,19,0.21052631578947367
1940,市民局 :: 計画課,囑託員,1,19,0.05263157894736842
1940,市民局 :: 計画課,書記,5,19,0.2631578947368421
1940,市民局 :: 計画課,課長,1,19,0.05263157894736842
1940,市民局 :: 計画課,雇,8,19,0.42105263157894735
1940,水道局 :: 小留浦合宿所,Unknown,6,6,1
1940,水道局 :: 木場,Unknown,16,116,0.13793103448275862
1940,水道局 :: 木場,技手,75,116,0.646551724137931
1940,水道局 :: 木場,書記,25,116,0.21551724137931033
1940,水道局 :: 第九合宿所,Unknown,1,77,0.012987012987012988
1940,水道局 :: 第九合宿所,囑託員,2,77,0.025974025974025976
1940,水道局 :: 第九合宿所,技手,44,77,0.5714285714285714
1940,水道局 :: 第九合宿所,書記,3,77,0.03896103896103896
1940,水道局 :: 第九合宿所,雇,27,77,0.35064935064935066
1940,水道局 :: 計画課,Unknown,23,198,0.11616161616161616
1940,水道局 :: 計画課,主事,1,198,0.005050505050505051
1940,水道局 :: 計画課,技師,1,198,0.005050505050505051
1940,水道局 :: 計画課,技手,56,198,0.2828282828282828
1940,水道局 :: 計画課,書記,36,198,0.18181818181818182
1940,水道局 :: 計画課,雇,81,198,0.4090909090909091
1940,港湾局 :: 会計課,Unknown,2,28,0.07142857142857142
1940,港湾局 :: 会計課,書記,16,28,0.5714285714285714
1940,港湾局 :: 会計課,雇,10,28,0.35714285714285715
1940,港湾局 :: 営業課,Unknown,28,37,0.7567567567567568
1940,港湾局 :: 営業課,書記,9,37,0.24324324324324326
1940,港湾局 :: 小室,Unknown,2,1076,0.0018587360594795538
1940,港湾局 :: 小室,技手,62,1076,0.05762081784386617
1940,港湾局 :: 小室,書記,173,1076,0.1607806691449814
1940,港湾局 :: 小室,課長,1,1076,9.293680297397769e-4
1940,港湾局 :: 小室,雇,838,1076,0.7788104089219331
1940,港湾局 :: 工事課,技手,12,60,0.2
1940,港湾局 :: 工事課,書記,3,60,0.05
1940,港湾局 :: 工事課,機關手,37,60,0.6166666666666667
1940,港湾局 :: 工事課,船長,8,60,0.13333333333333333
1940,港湾局 :: 庶務課,Unknown,5,33,0.15151515151515152
1940,港湾局 :: 庶務課,書記,16,33,0.48484848484848486
1940,港湾局 :: 庶務課,監視,1,33,0.030303030303030304
1940,港湾局 :: 庶務課,課長,1,33,0.030303030303030304
1940,港湾局 :: 庶務課,雇,10,33,0.30303030303030304
1940,港湾局 :: 港務所,Unknown,3,34,0.08823529411764706
1940,港湾局 :: 港務所,所長,1,34,0.029411764705882353
1940,港湾局 :: 港務所,技手,2,34,0.058823529411764705
1940,港湾局 :: 港務所,書記,6,34,0.17647058823529413
1940,港湾局 :: 港務所,監視,11,34,0.3235294117647059
1940,港湾局 :: 港務所,船長,3,34,0.08823529411764706
1940,港湾局 :: 港務所,雇,8,34,0.23529411764705882
1940,港湾局 :: 経理課,Unknown,1,27,0.037037037037037035
1940,港湾局 :: 経理課,技手,11,27,0.4074074074074074
1940,港湾局 :: 経理課,書記,15,27,0.5555555555555556
1940,港湾局 :: 臨時飛行場建設事務所,Unknown,10,116,0.08620689655172414
1940,港湾局 :: 臨時飛行場建設事務所,主事,1,116,0.008620689655172414
1940,港湾局 :: 臨時飛行場建設事務所,所長,2,116,0.017241379310344827
1940,港湾局 :: 臨時飛行場建設事務所,技手,26,116,0.22413793103448276
1940,港湾局 :: 臨時飛行場建設事務所,書記,37,116,0.31896551724137934
1940,港湾局 :: 臨時飛行場建設事務所,機關手,1,116,0.008620689655172414
1940,港湾局 :: 臨時飛行場建設事務所,船長,1,116,0.008620689655172414
1940,港湾局 :: 臨時飛行場建設事務所,雇,38,116,0.3275862068965517
1940,港湾局 :: 計画課,Unknown,2,22,0.09090909090909091
1940,港湾局 :: 計画課,技手,17,22,0.7727272727272727
1940,港湾局 :: 計画課,書記,2,22,0.09090909090909091
1940,港湾局 :: 計画課,課長,1,22,0.045454545454545456
1940,経済局 :: 下谷区役所,Unknown,8,134,0.05970149253731343
1940,経済局 :: 下谷区役所,主事,1,134,0.007462686567164179
1940,経済局 :: 下谷区役所,技手,2,134,0.014925373134328358
1940,経済局 :: 下谷区役所,書記,69,134,0.5149253731343284
1940,経済局 :: 下谷区役所,雇,52,134,0.3880597014925373
1940,経済局 :: 下谷区役所,體力指導員,2,134,0.014925373134328358
1940,経済局 :: 世田谷区役所,Unknown,10,290,0.034482758620689655
1940,経済局 :: 世田谷区役所,兼,70,290,0.2413793103448276
1940,経済局 :: 世田谷区役所,技師,1,290,0.0034482758620689655
1940,経済局 :: 世田谷区役所,技手,6,290,0.020689655172413793
1940,経済局 :: 世田谷区役所,書記,75,290,0.25862068965517243
1940,経済局 :: 世田谷区役所,雇,127,290,0.4379310344827586
1940,経済局 :: 世田谷区役所,體力指導員,1,290,0.0034482758620689655
1940,経済局 :: 中野区役所,Unknown,5,109,0.045871559633027525
1940,経済局 :: 中野区役所,兼,2,109,0.01834862385321101
1940,経済局 :: 中野区役所,技師,1,109,0.009174311926605505
1940,経済局 :: 中野区役所,技手,1,109,0.009174311926605505
1940,経済局 :: 中野区役所,書記,46,109,0.42201834862385323
1940,経済局 :: 中野区役所,體力指導員,54,109,0.4954128440366973
1940,経済局 :: 向島区役所,Unknown,6,64,0.09375
1940,経済局 :: 向島区役所,技手,3,64,0.046875
1940,経済局 :: 向島区役所,書記,54,64,0.84375
1940,経済局 :: 向島区役所,體力指導員,1,64,0.015625
1940,経済局 :: 品川区役所,Unknown,6,53,0.11320754716981132
1940,経済局 :: 品川区役所,兼,3,53,0.05660377358490566
1940,経済局 :: 品川区役所,書記,44,53,0.8301886792452831
1940,経済局 :: 四谷区役所,Unknown,3,84,0.03571428571428571
1940,経済局 :: 四谷区役所,兼,40,84,0.47619047619047616
1940,経済局 :: 四谷区役所,書記,9,84,0.10714285714285714
1940,経済局 :: 四谷区役所,雇,29,84,0.34523809523809523
1940,経済局 :: 四谷区役所,體力指導員,3,84,0.03571428571428571
1940,経済局 :: 城東区役所,Unknown,8,128,0.0625
1940,経済局 :: 城東区役所,主事,1,128,0.0078125
1940,経済局 :: 城東区役所,兼,59,128,0.4609375
1940,経済局 :: 城東区役所,區長,1,128,0.0078125
1940,経済局 :: 城東区役所,書記,7,128,0.0546875
1940,経済局 :: 城東区役所,雇,52,128,0.40625
1940,経済局 :: 大森区役所,Unknown,7,19,0.3684210526315789
1940,経済局 :: 大森区役所,主事,1,19,0.05263157894736842
1940,経済局 :: 大森区役所,區長,1,19,0.05263157894736842
1940,経済局 :: 大森区役所,書記,10,19,0.5263157894736842
1940,経済局 :: 小石川区役所,Unknown,6,115,0.05217391304347826
1940,経済局 :: 小石川区役所,兼,3,115,0.02608695652173913
1940,経済局 :: 小石川区役所,技手,3,115,0.02608695652173913
1940,経済局 :: 小石川区役所,書記,46,115,0.4
1940,経済局 :: 小石川区役所,雇,55,115,0.4782608695652174
1940,経済局 :: 小石川区役所,體力指導員,2,115,0.017391304347826087
1940,経済局 :: 幡場,Unknown,8,162,0.04938271604938271
1940,経済局 :: 幡場,主事,1,162,0.006172839506172839
1940,経済局 :: 幡場,兼,42,162,0.25925925925925924
1940,経済局 :: 幡場,技手,2,162,0.012345679012345678
1940,経済局 :: 幡場,雇,105,162,0.6481481481481481
1940,経済局 :: 幡場,體力指導員,4,162,0.024691358024691357
1940,経済局 :: 新宮派出所,書記,2,2,1
1940,経済局 :: 新宿派出所,技手,3,96,0.03125
1940,経済局 :: 新宿派出所,書記,48,96,0.5
1940,経済局 :: 新宿派出所,雇,45,96,0.46875
1940,経済局 :: 本所区役所,Unknown,7,157,0.044585987261146494
1940,経済局 :: 本所区役所,主事,1,157,0.006369426751592357
1940,経済局 :: 本所区役所,兼,144,157,0.9171974522292994
1940,経済局 :: 本所区役所,技手,2,157,0.012738853503184714
1940,経済局 :: 本所区役所,書記,3,157,0.01910828025477707
1940,経済局 :: 本郷区役所,Unknown,2,16,0.125
1940,経済局 :: 本郷区役所,主事,1,16,0.0625
1940,経済局 :: 本郷区役所,兼,2,16,0.125
1940,経済局 :: 本郷区役所,書記,10,16,0.625
1940,経済局 :: 本郷区役所,雇,1,16,0.0625
1940,経済局 :: 杉並区役所,Unknown,4,25,0.16
1940,経済局 :: 杉並区役所,兼,15,25,0.6
1940,経済局 :: 杉並区役所,書記,6,25,0.24
1940,経済局 :: 板橋区役所,Unknown,7,264,0.026515151515151516
1940,経済局 :: 板橋区役所,主事,2,264,0.007575757575757576
1940,経済局 :: 板橋区役所,兼,52,264,0.19696969696969696
1940,経済局 :: 板橋区役所,區長,1,264,0.003787878787878788
1940,経済局 :: 板橋区役所,技手,5,264,0.01893939393939394
1940,経済局 :: 板橋区役所,書記,59,264,0.22348484848484848
1940,経済局 :: 板橋区役所,雇,136,264,0.5151515151515151
1940,経済局 :: 板橋区役所,體力指導員,2,264,0.007575757575757576
1940,経済局 :: 江戸川区役所,Unknown,7,7,1
1940,経済局 :: 浅草区役所,Unknown,6,175,0.03428571428571429
1940,経済局 :: 浅草区役所,兼,72,175,0.4114285714285714
1940,経済局 :: 浅草区役所,技手,7,175,0.04
1940,経済局 :: 浅草区役所,書記,14,175,0.08
1940,経済局 :: 浅草区役所,監視,1,175,0.005714285714285714
1940,経済局 :: 浅草区役所,雇,75,175,0.42857142857142855
1940,経済局 :: 淀橋区役所,Unknown,8,104,0.07692307692307693
1940,経済局 :: 淀橋区役所,主事,1,104,0.009615384615384616
1940,経済局 :: 淀橋区役所,兼,36,104,0.34615384615384615
1940,経済局 :: 淀橋区役所,技手,2,104,0.019230769230769232
1940,経済局 :: 淀橋区役所,書記,14,104,0.1346153846153846
1940,経済局 :: 淀橋区役所,雇,40,104,0.38461538461538464
1940,経済局 :: 淀橋区役所,體力指導員,3,104,0.028846153846153848
1940,経済局 :: 深川区役所,Unknown,6,140,0.04285714285714286
1940,経済局 :: 深川区役所,主事,1,140,0.007142857142857143
1940,経済局 :: 深川区役所,兼,111,140,0.7928571428571428
1940,経済局 :: 深川区役所,技手,2,140,0.014285714285714285
1940,経済局 :: 深川区役所,書記,9,140,0.06428571428571428
1940,経済局 :: 深川区役所,雇,9,140,0.06428571428571428
1940,経済局 :: 深川区役所,體力指導員,2,140,0.014285714285714285
1940,経済局 :: 牛込区役所,主事,1,2,0.5
1940,経済局 :: 牛込区役所,區長,1,2,0.5
1940,経済局 :: 王子区役所,Unknown,4,106,0.03773584905660377
1940,経済局 :: 王子区役所,兼,99,106,0.9339622641509434
1940,経済局 :: 王子区役所,技手,2,106,0.018867924528301886
1940,経済局 :: 王子区役所,書記,1,106,0.009433962264150943
1940,経済局 :: 田所,Unknown,4,114,0.03508771929824561
1940,経済局 :: 田所,兼,46,114,0.40350877192982454
1940,経済局 :: 田所,技手,2,114,0.017543859649122806
1940,経済局 :: 田所,書記,7,114,0.06140350877192982
1940,経済局 :: 田所,雇,54,114,0.47368421052631576
1940,経済局 :: 田所,體力指導員,1,114,0.008771929824561403
1940,経済局 :: 目黒区役所,Unknown,5,108,0.046296296296296294
1940,経済局 :: 目黒区役所,主事,1,108,0.009259259259259259
1940,経済局 :: 目黒区役所,兼,1,108,0.009259259259259259
1940,経済局 :: 目黒区役所,技手,2,108,0.018518518518518517
1940,経済局 :: 目黒区役所,書記,46,108,0.42592592592592593
1940,経済局 :: 目黒区役所,雇,49,108,0.4537037037037037
1940,経済局 :: 目黒区役所,體力指導員,4,108,0.037037037037037035
1940,経済局 :: 荏原区役所,Unknown,7,105,0.06666666666666667
1940,経済局 :: 荏原区役所,主事,1,105,0.009523809523809525
1940,経済局 :: 荏原区役所,兼,29,105,0.2761904761904762
1940,経済局 :: 荏原区役所,區長,1,105,0.009523809523809525
1940,経済局 :: 荏原区役所,技手,1,105,0.009523809523809525
1940,経済局 :: 荏原区役所,書記,14,105,0.13333333333333333
1940,経済局 :: 荏原区役所,雇,49,105,0.4666666666666667
1940,経済局 :: 荏原区役所,體力指導員,3,105,0.02857142857142857
1940,経済局 :: 荒川区役所,Unknown,6,103,0.05825242718446602
1940,経済局 :: 荒川区役所,兼,61,103,0.5922330097087378
1940,経済局 :: 荒川区役所,技手,2,103,0.019417475728155338
1940,経済局 :: 荒川区役所,書記,27,103,0.2621359223300971
1940,経済局 :: 荒川区役所,雇,7,103,0.06796116504854369
1940,経済局 :: 葛飾区役所,Unknown,1,14,0.07142857142857142
1940,経済局 :: 葛飾区役所,兼,8,14,0.5714285714285714
1940,経済局 :: 葛飾区役所,書記,5,14,0.35714285714285715
1940,経済局 :: 蒲田区役所,Unknown,10,121,0.08264462809917356
1940,経済局 :: 蒲田区役所,兼,38,121,0.3140495867768595
1940,経済局 :: 蒲田区役所,技手,4,121,0.03305785123966942
1940,経済局 :: 蒲田区役所,書記,45,121,0.371900826446281
1940,経済局 :: 蒲田区役所,雇,22,121,0.18181818181818182
1940,経済局 :: 蒲田区役所,體力指導員,2,121,0.01652892561983471
1940,経済局 :: 藤場,Unknown,7,177,0.03954802259887006
1940,経済局 :: 藤場,兼,83,177,0.4689265536723164
1940,経済局 :: 藤場,技手,4,177,0.022598870056497175
1940,経済局 :: 藤場,書記,64,177,0.3615819209039548
1940,経済局 :: 藤場,雇,18,177,0.1016949152542373
1940,経済局 :: 藤場,體力指導員,1,177,0.005649717514124294
1940,経済局 :: 角所,兼,3,71,0.04225352112676056
1940,経済局 :: 角所,技手,2,71,0.028169014084507043
1940,経済局 :: 角所,書記,6,71,0.08450704225352113
1940,経済局 :: 角所,雇,60,71,0.8450704225352113
1940,経済局 :: 赤坂区役所,區長,9,89,0.10112359550561797
1940,経済局 :: 赤坂区役所,技手,38,89,0.42696629213483145
1940,経済局 :: 赤坂区役所,書記,39,89,0.43820224719101125
1940,経済局 :: 赤坂区役所,體力指導員,3,89,0.033707865168539325
1940,経済局 :: 麻布区役所,Unknown,4,87,0.04597701149425287
1940,経済局 :: 麻布区役所,主事,1,87,0.011494252873563218
1940,経済局 :: 麻布区役所,兼,34,87,0.39080459770114945
1940,経済局 :: 麻布区役所,技師,1,87,0.011494252873563218
1940,経済局 :: 麻布区役所,技手,2,87,0.022988505747126436
1940,経済局 :: 麻布区役所,書記,3,87,0.034482758620689655
1940,経済局 :: 麻布区役所,雇,42,87,0.4827586206896552
1940,財務局 :: 主税課,Unknown,2,4,0.5
1940,財務局 :: 主税課,主事,1,4,0.25
1940,財務局 :: 主税課,課長,1,4,0.25
1940,財務局 :: 主計課,Unknown,9,38,0.23684210526315788
1940,財務局 :: 主計課,囑託員,1,38,0.02631578947368421
1940,財務局 :: 主計課,書記,21,38,0.5526315789473685
1940,財務局 :: 主計課,課長,1,38,0.02631578947368421
1940,財務局 :: 主計課,雇,6,38,0.15789473684210525
1940,財務局 :: 会計課,Unknown,6,68,0.08823529411764706
1940,財務局 :: 会計課,兼,20,68,0.29411764705882354
1940,財務局 :: 会計課,書記,19,68,0.27941176470588236
1940,財務局 :: 会計課,課長,1,68,0.014705882352941176
1940,財務局 :: 会計課,雇,22,68,0.3235294117647059
1940,財務局 :: 営繕課,Unknown,7,78,0.08974358974358974
1940,財務局 :: 営繕課,技手,47,78,0.6025641025641025
1940,財務局 :: 営繕課,書記,1,78,0.01282051282051282
1940,財務局 :: 営繕課,課長,1,78,0.01282051282051282
1940,財務局 :: 営繕課,雇,22,78,0.28205128205128205
1940,財務局 :: 学校営繕課,Unknown,4,36,0.1111111111111111
1940,財務局 :: 学校営繕課,技手,18,36,0.5
1940,財務局 :: 学校営繕課,書記,3,36,0.08333333333333333
1940,財務局 :: 学校営繕課,課長,1,36,0.027777777777777776
1940,財務局 :: 学校営繕課,雇,10,36,0.2777777777777778
1940,財務局 :: 用品課,Unknown,9,10,0.9
1940,財務局 :: 用品課,課長,1,10,0.1
1940,財務局 :: 管理課,Unknown,4,67,0.05970149253731343
1940,財務局 :: 管理課,主事,1,67,0.014925373134328358
1940,財務局 :: 管理課,技手,21,67,0.31343283582089554
1940,財務局 :: 管理課,書記,12,67,0.1791044776119403
1940,財務局 :: 管理課,課長,1,67,0.014925373134328358
1940,財務局 :: 管理課,雇,28,67,0.417910447761194
1940,財務局 :: 購買課,Unknown,18,245,0.07346938775510205
1940,財務局 :: 購買課,主事,1,245,0.004081632653061225
1940,財務局 :: 購買課,技手,138,245,0.563265306122449
1940,財務局 :: 購買課,書記,88,245,0.35918367346938773
1940,電気局 :: 三ノ輪電車営業所,Unknown,5,406,0.012315270935960592
1940,電気局 :: 三ノ輪電車営業所,主事,2,406,0.0049261083743842365
1940,電気局 :: 三ノ輪電車営業所,所長,5,406,0.012315270935960592
1940,電気局 :: 三ノ輪電車営業所,技師,1,406,0.0024630541871921183
1940,電気局 :: 三ノ輪電車営業所,技手,161,406,0.39655172413793105
1940,電気局 :: 三ノ輪電車営業所,書記,64,406,0.15763546798029557
1940,電気局 :: 三ノ輪電車営業所,雇,168,406,0.41379310344827586
1940,電気局 :: 乘客課,Unknown,11,108,0.10185185185185185
1940,電気局 :: 乘客課,主事,1,108,0.009259259259259259
1940,電気局 :: 乘客課,技手,30,108,0.2777777777777778
1940,電気局 :: 乘客課,書記,28,108,0.25925925925925924
1940,電気局 :: 乘客課,雇,38,108,0.35185185185185186
1940,電気局 :: 交通調整課,Unknown,6,32,0.1875
1940,電気局 :: 交通調整課,囑託員,3,32,0.09375
1940,電気局 :: 交通調整課,技手,8,32,0.25
1940,電気局 :: 交通調整課,書記,14,32,0.4375
1940,電気局 :: 交通調整課,課長,1,32,0.03125
1940,電気局 :: 会計課,Unknown,9,85,0.10588235294117647
1940,電気局 :: 会計課,技手,5,85,0.058823529411764705
1940,電気局 :: 会計課,書記,40,85,0.47058823529411764
1940,電気局 :: 会計課,雇,31,85,0.36470588235294116
1940,電気局 :: 保線課,Unknown,12,18,0.6666666666666666
1940,電気局 :: 保線課,技手,1,18,0.05555555555555555
1940,電気局 :: 保線課,書記,5,18,0.2777777777777778
1940,電気局 :: 労務課,Unknown,4,56,0.07142857142857142
1940,電気局 :: 労務課,主事,1,56,0.017857142857142856
1940,電気局 :: 労務課,囑託員,4,56,0.07142857142857142
1940,電気局 :: 労務課,書記,32,56,0.5714285714285714
1940,電気局 :: 労務課,課長,1,56,0.017857142857142856
1940,電気局 :: 労務課,雇,14,56,0.25
1940,電気局 :: 小石川営業所,所長,2,26,0.07692307692307693
1940,電気局 :: 小石川営業所,技手,13,26,0.5
1940,電気局 :: 小石川営業所,書記,11,26,0.4230769230769231
1940,電気局 :: 庶務課,Unknown,5,112,0.044642857142857144
1940,電気局 :: 庶務課,主事,1,112,0.008928571428571428
1940,電気局 :: 庶務課,書記,91,112,0.8125
1940,電気局 :: 庶務課,部長,9,112,0.08035714285714286
1940,電気局 :: 庶務課,雇,6,112,0.05357142857142857
1940,電気局 :: 戸所,Unknown,3,362,0.008287292817679558
1940,電気局 :: 戸所,主事,5,362,0.013812154696132596
1940,電気局 :: 戸所,所長,2,362,0.0055248618784530384
1940,電気局 :: 戸所,技手,159,362,0.43922651933701656
1940,電気局 :: 戸所,書記,106,362,0.292817679558011
1940,電気局 :: 戸所,雇,87,362,0.24033149171270718
1940,電気局 :: 日本橋区役所,Unknown,7,72,0.09722222222222222
1940,電気局 :: 日本橋区役所,主事,1,72,0.013888888888888888
1940,電気局 :: 日本橋区役所,兼,59,72,0.8194444444444444
1940,電気局 :: 日本橋区役所,技手,2,72,0.027777777777777776
1940,電気局 :: 日本橋区役所,書記,3,72,0.041666666666666664
1940,電気局 :: 目黒営業所,技手,19,28,0.6785714285714286
1940,電気局 :: 目黒営業所,書記,9,28,0.32142857142857145
1940,電気局 :: 研究課,Unknown,2,10,0.2
1940,電気局 :: 研究課,技手,4,10,0.4
1940,電気局 :: 研究課,課長,1,10,0.1
1940,電気局 :: 研究課,雇,3,10,0.3
1940,電気局 :: 神田区役所,Unknown,6,126,0.047619047619047616
1940,電気局 :: 神田区役所,書記,68,126,0.5396825396825397
1940,電気局 :: 神田区役所,雇,49,126,0.3888888888888889
1940,電気局 :: 神田区役所,體力指導員,3,126,0.023809523809523808
1940,電気局 :: 経理課,Unknown,7,78,0.08974358974358974
1940,電気局 :: 経理課,主事,1,78,0.01282051282051282
1940,電気局 :: 経理課,囑託員,1,78,0.01282051282051282
1940,電気局 :: 経理課,技手,22,78,0.28205128205128205
1940,電気局 :: 経理課,書記,29,78,0.3717948717948718
1940,電気局 :: 経理課,雇,18,78,0.23076923076923078
1940,電気局 :: 臨時電源調査課,Unknown,4,18,0.2222222222222222
1940,電気局 :: 臨時電源調査課,技手,5,18,0.2777777777777778
1940,電気局 :: 臨時電源調査課,書記,3,18,0.16666666666666666
1940,電気局 :: 臨時電源調査課,雇,6,18,0.3333333333333333
1940,電気局 :: 芝営業所,主事,1,45,0.022222222222222223
1940,電気局 :: 芝営業所,技手,34,45,0.7555555555555555
1940,電気局 :: 芝営業所,書記,10,45,0.2222222222222222
1940,電気局 :: 試験課,主事,1,12,0.08333333333333333
1940,電気局 :: 試験課,技師,2,12,0.16666666666666666
1940,電気局 :: 試験課,技手,6,12,0.5
1940,電気局 :: 試験課,書記,1,12,0.08333333333333333
1940,電気局 :: 試験課,雇,2,12,0.16666666666666666
1940,電気局 :: 赤坂営業所,所長,1,37,0.02702702702702703
1940,電気局 :: 赤坂営業所,技手,26,37,0.7027027027027027
1940,電気局 :: 赤坂営業所,書記,10,37,0.2702702702702703
1940,電気局 :: 運転課,Unknown,3,69,0.043478260869565216
1940,電気局 :: 運転課,書記,57,69,0.8260869565217391
1940,電気局 :: 運転課,雇,9,69,0.13043478260869565
1940,電気局 :: 配線課,Unknown,6,56,0.10714285714285714
1940,電気局 :: 配線課,技師,1,56,0.017857142857142856
1940,電気局 :: 配線課,技手,12,56,0.21428571428571427
1940,電気局 :: 配線課,書記,9,56,0.16071428571428573
1940,電気局 :: 配線課,課長,1,56,0.017857142857142856
1940,電気局 :: 配線課,雇,27,56,0.48214285714285715
1940,電気局 :: 電力課,Unknown,6,8,0.75
1940,電気局 :: 電力課,技師,1,8,0.125
1940,電気局 :: 電力課,課長,1,8,0.125
1940,電気局 :: 青山営業所,所長,1,43,0.023255813953488372
1940,電気局 :: 青山営業所,技手,12,43,0.27906976744186046
1940,電気局 :: 青山営業所,書記,10,43,0.23255813953488372
1940,電気局 :: 青山営業所,雇,20,43,0.46511627906976744
1940,電気局 :: 麹町区役所,Unknown,7,76,0.09210526315789473
1940,電気局 :: 麹町区役所,兼,31,76,0.40789473684210525
1940,電気局 :: 麹町区役所,技手,1,76,0.013157894736842105
1940,電気局 :: 麹町区役所,雇,36,76,0.47368421052631576
1940,電気局 :: 麹町区役所,體力指導員,1,76,0.013157894736842105
1940,養育院 :: 会計課,Unknown,88,496,0.1774193548387097
1940,養育院 :: 会計課,主事,7,496,0.014112903225806451
1940,養育院 :: 会計課,囑託員,10,496,0.020161290322580645
1940,養育院 :: 会計課,技師,5,496,0.010080645161290322
1940,養育院 :: 会計課,技手,14,496,0.028225806451612902
1940,養育院 :: 会計課,教諭,13,496,0.02620967741935484
1940,養育院 :: 会計課,書記,59,496,0.11895161290322581
1940,養育院 :: 会計課,機關手,9,496,0.018145161290322582
1940,養育院 :: 会計課,看護婦,2,496,0.004032258064516129
1940,養育院 :: 会計課,看護婦長,9,496,0.018145161290322582
1940,養育院 :: 会計課,藥劑員,56,496,0.11290322580645161
1940,養育院 :: 会計課,醫員,170,496,0.34274193548387094
1940,養育院 :: 会計課,雇,54,496,0.10887096774193548
1940,養育院 :: 医務課,Unknown,13,16,0.8125
1940,養育院 :: 医務課,技手,2,16,0.125
1940,養育院 :: 医務課,課長,1,16,0.0625
1940,養育院 :: 商工課,Unknown,9,53,0.16981132075471697
1940,養育院 :: 商工課,技師,1,53,0.018867924528301886
1940,養育院 :: 商工課,技手,14,53,0.2641509433962264
1940,養育院 :: 商工課,書記,13,53,0.24528301886792453
1940,養育院 :: 商工課,雇,16,53,0.3018867924528302
1940,養育院 :: 庶務課,Unknown,3,43,0.06976744186046512
1940,養育院 :: 庶務課,主事,2,43,0.046511627906976744
1940,養育院 :: 庶務課,技手,3,43,0.06976744186046512
1940,養育院 :: 庶務課,書記,18,43,0.4186046511627907
1940,養育院 :: 庶務課,雇,17,43,0.3953488372093023
1940,養育院 :: 療養所,所長,1,1,1
1940,養育院 :: 監護課,Unknown,6,42,0.14285714285714285
1940,養育院 :: 監護課,技手,5,42,0.11904761904761904
1940,養育院 :: 監護課,書記,7,42,0.16666666666666666
1940,養育院 :: 監護課,看護婦長,1,42,0.023809523809523808
1940,養育院 :: 監護課,藥劑員,4,42,0.09523809523809523
1940,養育院 :: 監護課,課長,2,42,0.047619047619047616
1940,養育院 :: 監護課,醫員,11,42,0.2619047619047619
1940,養育院 :: 監護課,雇,6,42,0.14285714285714285
1940,養育院 :: 管理課,Unknown,7,27,0.25925925925925924
1940,養育院 :: 管理課,技手,1,27,0.037037037037037035
1940,養育院 :: 管理課,書記,6,27,0.2222222222222222
1940,養育院 :: 管理課,機關手,1,27,0.037037037037037035
1940,養育院 :: 管理課,雇,12,27,0.4444444444444444
1940,養育院 :: 貿易課,Unknown,15,37,0.40540540540540543
1940,養育院 :: 貿易課,主事,1,37,0.02702702702702703
1940,養育院 :: 貿易課,所長,11,37,0.2972972972972973
1940,養育院 :: 貿易課,書記,1,37,0.02702702702702703
1940,養育院 :: 貿易課,雇,9,37,0.24324324324324326
1940,養育院 :: 農漁課,Unknown,3,34,0.08823529411764706
1940,養育院 :: 農漁課,主事,1,34,0.029411764705882353
1940,養育院 :: 農漁課,技師,1,34,0.029411764705882353
1940,養育院 :: 農漁課,技手,9,34,0.2647058823529412
1940,養育院 :: 農漁課,書記,5,34,0.14705882352941177
1940,養育院 :: 農漁課,雇,15,34,0.4411764705882353
1940,養育院 :: 配給課,Unknown,2,38,0.05263157894736842
1940,養育院 :: 配給課,囑託員,3,38,0.07894736842105263
1940,養育院 :: 配給課,技手,21,38,0.5526315789473685
1940,養育院 :: 配給課,書記,6,38,0.15789473684210525
1940,養育院 :: 配給課,雇,6,38,0.15789473684210525
1940,養育院 :: 金融課,Unknown,3,18,0.16666666666666666
1940,養育院 :: 金融課,書記,12,18,0.6666666666666666
1940,養育院 :: 金融課,雇,3,18,0.16666666666666666
1941,厚生局 :: 世田谷授産場,兼,26,26,1
1941,厚生局 :: 会計課,Unknown,3,33,0.09090909090909091
1941,厚生局 :: 会計課,主事,3,33,0.09090909090909091
1941,厚生局 :: 会計課,技手,3,33,0.09090909090909091
1941,厚生局 :: 会計課,教諭,10,33,0.30303030303030304
1941,厚生局 :: 会計課,書記,9,33,0.2727272727272727
1941,厚生局 :: 会計課,醫員,3,33,0.09090909090909091
1941,厚生局 :: 会計課,雇,2,33,0.06060606060606061
1941,厚生局 :: 作業課,Unknown,2,128,0.015625
1941,厚生局 :: 作業課,技手,6,128,0.046875
1941,厚生局 :: 作業課,書記,18,128,0.140625
