office_id,kyoku_assigned
2393,区部
2395,建築局
2396,区部
2397,区部
2398,建築局
2399,区部
2400,建築局
2402,建築局
2403,区部
2405,区部
2406,区部
2407,区部
2408,建築局
2409,区部
2410,区部
2412,区部
2413,建築局
2416,区部
2418,建築局
2422,区部
2423,区部
2425,区部
2428,区部
2441,区部
2442,建築局
2443,区部
2455,区部
2456,区部
2457,区部
2461,建築局
2462,建築局
2463,建築局
2465,建築局
2466,建築局
2467,建築局
2468,建築局
2469,区部
2470,区部
2474,区部
2476,区部
2478,区部
2480,区部
2481,区部
2483,区部
2485,建築局
2488,建築局
2489,建築局
2490,水道局
2492,区部
2496,区部
2497,区部
2498,区部
2499,区部
2501,衛生局
2503,区部
2504,区部
2505,区部
2507,区部
2509,衛生局
2513,区部
2514,区部
2517,区部
2522,衛生局
2529,衛生局
2536,建築局
2538,区部
2539,区部
2540,区部
2544,民生局
2547,建築局
2548,区部
2553,衛生局
2557,区部
2558,区部
2561,水道局
2562,建築局
2564,建築局
2567,区部
2571,建築局
2574,衛生局
2576,建築局
2578,建築局
2580,建築局
2582,財務局
2584,財務局
2585,財務局
2590,建築局
2591,区部
2592,建築局
2599,経済局
2613,区部
2614,建築局
2616,区部
2617,区部
2621,建築局
2622,区部
2628,衛生局
2635,建築局
2636,区部
2637,建築局
2641,区部
2642,総務局
2646,区部
2648,建築局
2649,建築局
2650,区部
2652,区部
2657,総務局
2660,建築局
2665,区部
2669,建築局
2670,建築局
2676,区部
2680,区部
2683,衛生局
2685,衛生局
2686,区部
2687,区部
2689,衛生局
2691,衛生局
2692,衛生局
2697,区部
2702,区部
2703,区部
2704,建築局
2706,民生局
2707,区部
2719,区部
2720,区部
2721,区部
2730,区部
2731,衛生局
2733,建築局
2736,総務局
2739,区部
2741,区部
2747,区部
2749,建築局
2752,建築局
2753,建築局
2762,財務局
2769,建築局
2770,総務局
2777,建築局
2781,区部
2783,区部
2788,区部
2797,区部
2800,建設局
2805,区部
2810,区部
2811,建築局
2815,建築局
2816,区部
2819,衛生局
2832,区部
2835,区部
2836,建築局
2837,区部
2838,区部
2840,建築局
2841,区部
2843,建築局
2846,建築局
2847,建築局
2849,総務局
2850,建築局
2852,建築局
2854,建築局
2856,総務局
2858,建築局
2866,区部
2867,区部
2868,区部
2872,衛生局
2874,衛生局
2879,建築局
2881,建築局
2911,区部
2913,区部
2914,総務局
2915,建築局
2917,区部
2918,区部
2919,建築局
2920,区部
2921,区部
2923,区部
2924,区部
2925,区部
2926,区部
2928,区部
2929,区部
2932,区部
2933,区部
2934,区部
2936,区部
2937,区部
2938,区部
2940,区部
2943,区部
2944,建築局
2947,区部
2948,建築局
2949,区部
2951,区部
2953,建築局
2954,衛生局
2961,建築局
2963,建築局
2964,建築局
2966,財務局
2971,区部
2975,水道局
2977,衛生局
2978,建築局
2979,区部
2981,区部
2982,建築局
2983,区部
2984,建築局
2985,建築局
2994,区部
2995,区部
3003,衛生局
3004,区部
3006,衛生局
3009,建築局
3012,衛生局
3015,建築局
3018,建築局
3020,区部
3022,区部
3023,区部
3024,区部
3028,建築局
3031,区部
3033,衛生局
3034,建築局
3054,建築局
3056,区部
3057,区部
3058,区部
3060,衛生局
3061,区部
3062,建築局
3063,区部
3065,建築局
3075,建築局
3081,民生局
3084,区部
3088,財務局
3089,区部
3094,区部
3096,建築局
3099,区部
3102,区部
3103,建築局
3104,区部
3106,区部
3109,区部
3110,区部
3111,区部
3112,区部
3117,区部
3122,建築局
3124,区部
3125,区部
3126,区部
3127,建築局
3128,区部
3129,区部
3130,区部
3131,区部
3132,区部
3137,建築局
3138,衛生局
3142,建築局
3151,建築局
3157,区部
3158,区部
3159,区部
3162,衛生局
3177,建築局
3181,建築局
3183,区部
3186,区部
3187,区部
3188,区部
3189,区部
3191,区部
3193,建築局
3196,衛生局
3197,建築局
3200,建築局
3201,区部
3202,建築局
3207,衛生局
3209,衛生局
3210,建築局
3213,建築局
3215,建築局
3217,区部
3219,区部
3221,区部
3224,区部
3225,区部
3226,区部
3230,区部
3233,区部
3234,区部
3248,財務局
3255,区部
3258,建築局
3274,区部
3275,区部
3276,区部
3277,総務局
3279,区部
3280,区部
3281,区部
3282,建築局
3284,区部
3285,区部
3287,区部
3290,区部
3291,区部
3292,区部
3293,区部
3294,区部
3295,区部
3296,建築局
3300,建築局
3305,区部
3310,区部
3314,衛生局
3316,区部
3317,区部
3318,区部
3319,区部
3320,区部
3321,区部
3322,総務局
3324,建築局
3326,建築局
3327,区部
3328,建築局
3330,区部
3331,区部
3333,衛生局
3334,区部
3337,建築局
3338,建築局
3340,区部
3341,建築局
3342,衛生局
3348,建築局
3349,建築局
3352,建築局
3353,衛生局
3355,区部
3356,区部
3358,区部
3360,区部
3367,建築局
3368,建築局
3372,建築局
3375,建築局
3376,建築局
3379,建築局
3380,建築局
3382,建築局
3383,区部
3385,区部
3386,区部
3387,区部
3394,区部
3398,総務局
3399,区部
3401,区部
3402,区部
3403,衛生局
3404,区部
3405,建築局
3406,区部
3407,民生局
3418,衛生局
3512,建築局
3516,区部
3517,総務局
3518,建設局
3520,衛生局
3521,衛生局
3522,建築局
3524,建築局
3525,建築局
3527,建築局
3529,建築局
3535,区部
3536,区部
3540,建築局
3543,区部
3544,区部
3547,建築局
3548,建築局
3555,区部
3558,区部
3563,民生局
3571,衛生局
3572,区部
3573,衛生局
3576,区部
3583,建築局
3584,建築局
3586,建築局
3587,区部
3589,区部
3591,区部
3592,建築局
3593,区部
3595,区部
3596,水道局
3598,区部
3599,区部
3601,区部
3603,区部
3605,区部
3606,区部
3611,区部
3612,区部
3613,建築局
3622,区部
3628,建築局
3630,建築局
3631,区部
3632,経済局
3633,建築局
3634,衛生局
3641,区部
3643,区部
3644,建築局
3645,衛生局
3647,衛生局
3652,区部
3653,区部
3655,区部
3656,区部
3661,建築局
3668,区部
3670,区部
3676,建築局
3677,建築局
3680,区部
3683,区部
3686,区部
3687,建築局
3689,区部
3696,建築局
3697,区部
3698,区部
3704,区部
3707,区部
3708,区部
3709,建築局
3711,建築局
3713,区部
3714,区部
3715,区部
3717,区部
3720,区部
3723,区部
3724,区部
3728,区部
3729,建築局
3733,建築局
3738,区部
3745,建築局
3751,建築局
3753,区部
3754,区部
3755,区部
3756,区部
3760,区部
3762,区部
3764,建築局
3766,建築局
3769,建築局
3770,区部
3771,建築局
3772,区部
3775,交通局
3779,衛生局
3784,建築局
3785,区部
3788,建築局
3791,区部
3792,建築局
3795,衛生局
3803,建築局
3806,区部
3807,建築局
3808,区部
3810,区部
3812,建築局
3816,区部
3819,建築局
3820,建築局
3822,区部
3823,区部
3825,区部
3827,衛生局
3830,衛生局
3831,区部
3833,区部
3834,建築局
3835,区部
3836,区部
3837,区部
3841,区部
3843,衛生局
3848,区部
3849,区部
3852,建築局
3856,建築局
3859,区部
3921,交通局
3930,経済局
3931,建築局
3933,建築局
3934,建築局
3937,区部
3940,建築局
3942,区部
3943,建築局
3946,区部
3947,区部
3949,区部
3950,衛生局
3952,区部
3953,衛生局
3957,区部
3963,区部
3967,区部
3969,区部
3976,区部
3979,区部
3982,建築局
3983,建築局
3994,区部
3995,区部
3996,区部
3998,区部
4001,区部
4002,衛生局
4004,建築局
4014,区部
4017,経済局
4024,衛生局
4027,区部
4031,区部
4033,建築局
4056,民生局
4060,区部
4061,水道局
4062,区部
4066,交通局
4068,建築局
4073,区部
4074,区部
4076,建築局
4081,建築局
4083,区部
4086,区部
4087,区部
4088,区部
4089,区部
4090,区部
4091,区部
4093,区部
4095,建設局
4098,建築局
4099,衛生局
4109,区部
4112,衛生局
4118,区部
4119,区部
4120,建築局
4123,建築局
4129,区部
4130,区部
4131,区部
4138,建築局
4139,衛生局
4142,衛生局
4143,建築局
4162,区部
4163,区部
4164,建築局
4165,区部
4166,建築局
4167,区部
4175,区部
4176,区部
4177,区部
4178,区部
4179,区部
4180,衛生局
4181,総務局
4183,建築局
4184,衛生局
4185,区部
4187,建設局
4189,建築局
4191,建築局
4193,建築局
4196,建築局
4198,区部
4199,衛生局
4200,衛生局
4204,区部
4205,衛生局
4206,建築局
4210,区部
4211,交通局
4212,建築局
4217,区部
4219,衛生局
4223,区部
4224,建築局
4232,区部
4235,民生局
4238,建築局
4240,衛生局
4243,区部
4248,区部
4258,衛生局
4259,建築局
4261,建築局
4262,区部
4263,区部
4266,建築局
4270,建築局
4272,建築局
4275,区部
4276,建築局
4278,建築局
4280,衛生局
4283,建築局
4288,建築局
4289,建築局
4290,建築局
4291,区部
4292,建築局
4293,区部
4295,区部
4296,建築局
4297,区部
4298,区部
4299,建築局
4300,建築局
4304,区部
4305,建築局
4306,区部
4307,区部
4308,区部
4310,衛生局
4311,建築局
4314,衛生局
4316,建築局
4317,財務局
4319,区部
4320,区部
4332,建築局
4335,区部
4336,衛生局
4337,建築局
4339,建築局
4344,区部
4345,建築局
4348,区部
4350,民生局
4354,区部
4355,区部
4357,区部
4358,建築局
4359,区部
4361,区部
4365,建築局
4366,建築局
4367,区部
4371,建築局
4372,総務局
4375,建築局
4376,建築局
4377,建築局
4378,区部
4379,区部
4380,区部
4382,区部
4383,区部
4384,区部
4385,建築局
4386,区部
4387,区部
4388,建築局
4389,区部
4392,財務局
4396,民生局
4398,建築局
4400,区部
4401,建築局
4404,区部
4405,区部
4407,区部
4412,区部
4413,区部
4414,建築局
4415,建築局
4416,区部
4417,区部
4418,建築局
4421,衛生局
4426,区部
4427,建築局
4428,区部
4429,建築局
4430,建築局
4435,区部
4437,区部
4442,財務局
4450,建築局
4452,区部
4454,衛生局
4458,区部
4463,建築局
4465,建築局
4467,経済局
4468,経済局
4469,経済局
4479,衛生局
4480,衛生局
4483,区部
4484,建築局
4490,建築局
4496,衛生局
4498,衛生局
4500,区部
4508,区部
4509,区部
4510,区部
4511,区部
4514,区部
4516,区部
4517,区部
4520,建築局
4521,建築局
4524,衛生局
4529,建築局
4536,交通局
4538,民生局
4539,区部
4542,区部
4545,区部
4549,区部
4550,区部
4553,総務局
4555,区部
4556,建築局
4557,交通局
4561,総務局
4566,区部
4567,区部
4568,区部
4569,区部
4571,区部
4572,区部
4574,区部
4581,区部
4586,建築局
4589,建築局
4593,水道局
4612,区部
4613,区部
4615,民生局
4619,区部
4626,建築局
4627,建築局
4636,建築局
4638,建築局
4645,区部
4646,区部
4648,区部
4649,区部
4651,区部
4652,区部
4653,区部
4656,区部
4657,建築局
4665,区部
4666,区部
4668,民生局
4671,区部
4678,建築局
4679,区部
4680,建築局
4685,建築局
4687,建築局
4691,区部
4692,建築局
4694,区部
4695,区部
4696,区部
4697,区部
4698,区部
4699,区部
4700,区部
4701,区部
4702,区部
4703,区部
4704,区部
4705,区部
4706,区部
4707,区部
4708,区部
4710,区部
4712,区部
4713,区部
4714,区部
4715,区部
4716,区部
4717,区部
4721,区部
4722,区部
4723,建築局
4727,建築局
4728,区部
4731,区部
4732,区部
4735,区部
4736,建築局
4737,区部
4738,区部
4739,建築局
4740,区部
4743,総務局
4744,建築局
4745,区部
4746,民生局
4749,民生局
4752,建築局
4758,区部
4761,建築局
4763,建築局
4764,建築局
4765,建築局
4766,区部
4770,区部
4771,区部
4772,区部
4773,区部
4775,建築局
4779,建築局
4780,区部
4785,建築局
4787,民生局
4805,区部
4811,区部
4814,建築局
4816,区部
4821,建築局
4822,区部
4824,建築局
4825,建築局
4826,区部
4827,建築局
4831,建築局
4834,区部
4835,建築局
4836,建築局
4839,財務局
4840,区部
4841,建築局
4842,区部
4844,区部
4845,建築局
4848,衛生局
4859,建築局
4863,衛生局
4866,区部
4867,区部
4872,建築局
4873,衛生局
4874,建築局
4875,建築局
4876,区部
4877,建築局
4878,区部
4879,水道局
4881,建築局
4889,区部
4892,区部
4895,区部
4896,区部
4904,建築局
4905,建築局
4906,交通局
4907,区部
4908,建築局
4911,建築局
4921,建築局
4922,建築局
4927,建築局
4933,区部
4942,財務局
4944,経済局
4945,建築局
4946,経済局
4947,区部
4949,区部
4951,区部
4952,区部
4954,民生局
4959,建築局
4960,区部
4961,衛生局
4962,建築局
4966,衛生局
4969,建築局
4970,建築局
4973,建築局
4974,建築局
4980,衛生局
4982,建築局
4988,建築局
4989,衛生局
4992,区部
4994,区部
4995,衛生局
4997,交通局
5001,区部
5002,区部
5006,水道局
5011,建築局
5013,区部
5021,区部
5022,衛生局
5026,区部
5027,区部
5028,建築局
5030,建築局
5031,区部
5032,衛生局
5033,区部
5036,建築局
5038,区部
5047,衛生局
5050,建築局
5051,区部
5052,衛生局
5062,建築局
5068,区部
5077,衛生局
5083,建築局
5088,建築局
5091,建築局
5093,衛生局
5096,区部
5098,建築局
5104,区部
5105,衛生局
5109,区部
5110,区部
5112,区部
5113,建築局
5114,区部
5115,建築局
5122,建築局
5123,建築局
5126,区部
5130,区部
5134,建築局
5143,建築局
5144,区部
5148,建築局
5151,建築局
5155,区部
5166,衛生局
5168,区部
5173,区部
5177,建築局
5191,区部
5194,建築局
5195,総務局
5198,区部
5203,建築局
5204,建築局
5207,衛生局
5209,区部
5210,区部
5212,建築局
5213,建築局
5215,区部
5216,区部
5217,区部
5219,建築局
5220,区部
5222,区部
5225,財務局
5228,区部
5229,建築局
5230,区部
5231,区部
5232,区部
5234,建築局
5237,区部
5241,区部
5242,衛生局
5249,区部
5250,建築局
5251,衛生局
5257,区部
5258,衛生局
5260,区部
5264,建築局
5270,区部
5277,民生局
5283,建築局
5285,建築局
5290,衛生局
5291,区部
5294,衛生局
5296,区部
5297,建築局
5299,区部
5300,建築局
5302,衛生局
5303,建築局
5307,建築局
5309,区部
5310,区部
5315,建築局
5320,衛生局
5330,建築局
5334,建築局
5337,民生局
5341,区部
5344,建築局
5349,区部
5351,建築局
5352,建築局
5356,衛生局
5359,区部
5360,区部
5362,建築局
5363,民生局
5365,区部
5366,区部
5368,建設局
5371,区部
5372,区部
5373,区部
5374,建築局
5378,区部
5390,区部
5397,区部
5398,区部
5399,区部
5401,区部
5402,区部
5411,区部
5413,区部
5414,建築局
5415,区部
5421,区部
5430,区部
5432,建築局
5433,区部
5435,区部
5438,建築局
5439,建築局
5442,建築局
5444,衛生局
5451,区部
5454,建築局
5455,衛生局
5456,建築局
5460,区部
5461,建築局
5463,建築局
5466,区部
5469,建築局
5470,建築局
5471,建築局
5472,区部
5473,経済局
5474,経済局
5487,区部
5492,区部
5493,区部
5503,区部
5508,建築局
5516,区部
5517,区部
5518,区部
5519,区部
5520,区部
5521,建築局
5522,区部
5525,建築局
5527,建築局
5530,区部
5531,建築局
5532,建築局
5541,区部
5543,建築局
5547,建築局
5549,建築局
5553,区部
5555,区部
5556,区部
5557,建築局
5566,建築局
5569,区部
5570,区部
5572,建築局
5575,区部
5576,建築局
5582,区部
5585,交通局
5588,区部
5589,区部
5590,区部
5591,区部
5592,建築局
5593,区部
5595,区部
5596,区部
5597,衛生局
5598,建築局
5603,区部
5605,区部
5606,建築局
5610,区部
5613,水道局
5616,建築局
5621,区部
5623,区部
5629,区部
5630,衛生局
5632,交通局
5633,建築局
5636,建築局
5637,衛生局
5638,建築局
5640,衛生局
5642,衛生局
5660,区部
5666,区部
5670,区部
5682,区部
5683,建築局
5684,区部
5689,区部
5695,区部
5701,建築局
5702,区部
5704,区部
5710,区部
5718,建築局
5722,建築局
5726,区部
5840,区部
5848,区部
5849,区部
5856,民生局
5872,区部
5873,区部
5887,建築局
5888,建築局
5919,建築局
5926,民生局
5943,財務局
5950,衛生局
5979,民生局
6023,区部
6030,建築局
6033,衛生局
6040,区部
6046,建築局
6074,建築局
6081,区部
6100,区部
6150,建築局
6158,建築局
6160,交通局
6175,区部
6176,区部
6177,区部
6178,区部
6179,区部
6180,区部
6220,交通局
6226,区部
6249,民生局
6253,建築局
6277,建築局
6296,建築局
6297,建築局
6335,建築局
6356,建築局
6377,建築局
6382,建築局
6416,経済局
6434,建築局
6468,区部
6476,民生局
6478,建築局
6480,建築局
6481,建築局
6501,区部
6516,建築局
6595,民生局
6597,民生局
6616,区部
6650,区部
6674,区部
6749,建築局
6865,区部
6923,建築局
6936,区部
6940,区部
7088,建築局
7143,区部
7148,衛生局
7165,区部
7205,建築局
7206,区部
7208,区部
7260,区部
7355,民生局
7370,衛生局
7376,衛生局
7403,民生局
7437,区部
7478,建築局
7479,建築局
7523,建築局
7538,建築局
7683,区部
7751,建築局
7753,区部
7755,区部
7756,建築局
7760,建築局
7883,民生局
7886,衛生局
